steamid,publisherclass,copiessold
1945560,Indie,1896
1100880,Hobbyist,81
1961750,Hobbyist,1114
1976490,Hobbyist,17919
1934100,Hobbyist,8174
1899680,Hobbyist,311
1781590,Hobbyist,216
1628650,Hobbyist,788
1959480,Indie,104956
1551220,Hobbyist,4604
1913960,Hobbyist,2952
1601700,Hobbyist,180
1953870,Hobbyist,203
1957790,Hobbyist,1
1867820,Hobbyist,169
1961790,Indie,6682
1949700,Hobbyist,116
1919500,Hobbyist,71765
1927080,Hobbyist,2302
1972230,Hobbyist,1697
1918700,Indie,11644
1653850,Hobbyist,2165
1928800,Hobbyist,527
1944500,Hobbyist,360
1895920,Hobbyist,4851
1973110,Hobbyist,7875
1912170,Hobbyist,4231
1966910,Hobbyist,2525
1848910,Hobbyist,2860
1928430,Hobbyist,147535
1967100,Hobbyist,12276
1795370,Hobbyist,1
1962920,Hobbyist,22570
1904400,Hobbyist,356
1927650,Hobbyist,5569
1779730,Hobbyist,1
1942610,Hobbyist,956
1599410,Hobbyist,8073
1956740,Hobbyist,26813
1947300,Hobbyist,4788
1601340,Hobbyist,8156
1932570,Hobbyist,31872
1925500,Hobbyist,360
1894680,Hobbyist,8611
1559930,Hobbyist,169
1704550,Hobbyist,14488
1928510,Indie,2673
1928470,Hobbyist,5301
1959510,Hobbyist,1800
1808120,Hobbyist,59579
1891270,Hobbyist,486
1944920,Hobbyist,2093
1828870,Hobbyist,7038
1911980,Hobbyist,10125
1900530,Hobbyist,5985
1951750,Hobbyist,851
1940490,Hobbyist,567
1937700,Hobbyist,563
1840130,Hobbyist,2736
1919320,Hobbyist,956
1921250,Hobbyist,506
1939290,Hobbyist,2498
1812290,AAA,218106
1932330,Hobbyist,1087
1661280,Indie,81690
1839180,Hobbyist,3281
1873030,AAA,278756
1812390,AAA,313080
1956630,Hobbyist,1485
1938990,Hobbyist,111360
1896650,Hobbyist,2194
1822460,Hobbyist,3928
1960630,Hobbyist,10733
1946330,Hobbyist,378
1953970,Hobbyist,12270
1610350,Indie,4851
1945760,Indie,29832
1804650,Indie,31931
1926120,Hobbyist,28046
1949180,Indie,851
1855220,Hobbyist,630
1955690,Hobbyist,10998
1219540,Hobbyist,5976
1878450,Hobbyist,1188
1952180,Hobbyist,236
1954300,Hobbyist,1094
1914570,Hobbyist,16603
1177840,Hobbyist,527
1918110,Hobbyist,1
1925100,Hobbyist,2187
1858530,Hobbyist,16065
1957150,Hobbyist,470
1808400,Hobbyist,53493
1951050,Hobbyist,4653
1617580,Hobbyist,3220
1856850,Hobbyist,385
1923920,Hobbyist,1
1944940,Hobbyist,385
1850070,Hobbyist,6075
1949480,Hobbyist,1071
1340360,Hobbyist,2302
1864080,Hobbyist,8513
1444780,Hobbyist,414
1942860,Hobbyist,1087
1915740,Hobbyist,12659
1947970,Indie,12398
1610900,Hobbyist,59418
1909040,Hobbyist,2977
1926680,Indie,365948
1943030,Hobbyist,3782
1494910,Hobbyist,18119
1909240,Hobbyist,2183
1944750,Hobbyist,338
1945060,Hobbyist,7223
1892970,Hobbyist,1215
1939430,Hobbyist,4950
1908140,Hobbyist,2720
1844720,Hobbyist,6004
1887330,Hobbyist,9100
1904130,Hobbyist,203
1954010,Hobbyist,101
1904050,Hobbyist,2295
1861340,Hobbyist,1
1897490,Hobbyist,2970
1932480,Hobbyist,169
1877710,Indie,5670
1925760,Hobbyist,5528
1945000,Hobbyist,428
1936840,Hobbyist,1
1841760,Hobbyist,619
1794840,Hobbyist,495
1846820,Indie,8890
1917260,Hobbyist,567
1849040,Hobbyist,30636
1940370,Hobbyist,4130
1814850,Hobbyist,945
1829640,Indie,5292
1937650,Hobbyist,1053
1926920,Hobbyist,243
1928010,Hobbyist,5220
1781140,Hobbyist,4257
1745430,Hobbyist,8811
1805700,Hobbyist,1665
1802590,Hobbyist,5974
1939500,Hobbyist,1856
1735670,Hobbyist,10260
1926660,Hobbyist,109
1893150,Hobbyist,1454
1939270,Hobbyist,3564
1810000,Hobbyist,1814
1937250,Hobbyist,2
1781170,Hobbyist,378
1909630,Hobbyist,1
1762480,Hobbyist,11093
1916940,Hobbyist,540
1471600,Hobbyist,135
1773490,Hobbyist,4851
1835040,Hobbyist,619
1827550,Hobbyist,1890
1620100,Hobbyist,4185
1779130,Hobbyist,2160
1935570,Hobbyist,16133
1900480,Hobbyist,385
1925560,Hobbyist,14960
1927930,Hobbyist,2126
951990,Hobbyist,34
1936740,Hobbyist,270
1932790,Hobbyist,1
1794530,Hobbyist,5996
1848380,Hobbyist,1418
1905700,Hobbyist,3321
1924100,Hobbyist,1339
1935170,Hobbyist,324
1796550,Hobbyist,1762
1937840,Hobbyist,17447
1926260,Hobbyist,495
1518940,Hobbyist,4475
1926890,Hobbyist,945
1932100,Hobbyist,1748
1756770,Hobbyist,1
1837980,Hobbyist,7556
1933640,Hobbyist,7308
1823340,Hobbyist,24091
1862880,Hobbyist,5229
1929650,Hobbyist,365
1931750,Hobbyist,1811
1909030,Hobbyist,15
1923060,Hobbyist,486
1893050,Hobbyist,2295
1836970,Hobbyist,1944
1861110,Hobbyist,495
1726020,Hobbyist,203
1915220,Hobbyist,331
1708250,Hobbyist,1
1535210,Indie,19674
1428870,Hobbyist,147930
1899830,Hobbyist,12267
1769160,Hobbyist,304
1473940,Hobbyist,1728
1775640,Hobbyist,426
1911230,Hobbyist,121
1923480,Hobbyist,932
1877830,Hobbyist,128
1713290,Hobbyist,3861
1894570,Hobbyist,216
1905060,Hobbyist,162
1910210,Hobbyist,169
1863280,Hobbyist,385
1920820,Indie,4982
1852490,Hobbyist,360
1917630,Hobbyist,6647
1196300,Hobbyist,6336
1911120,Hobbyist,169
1877160,Hobbyist,14103
1896770,Hobbyist,977
1818960,Hobbyist,2081
1800920,Hobbyist,2093
1807690,Hobbyist,1697
1919610,Hobbyist,1
1901300,Hobbyist,5049
1881800,Hobbyist,6590
1522540,Indie,2912
1846390,Hobbyist,135
1917710,Hobbyist,3071
1916420,Hobbyist,5009
1798910,Hobbyist,1155
1912460,Hobbyist,6836
1142530,Hobbyist,5031
1884750,Hobbyist,7493
1155580,Hobbyist,9828
1706930,Hobbyist,80300
1896660,Hobbyist,428
1913980,Hobbyist,6809
1897530,Indie,12285
1910230,Hobbyist,234
1909230,Hobbyist,8591
1908670,Hobbyist,24705
1921950,Hobbyist,169
1721570,Hobbyist,1
1916930,Indie,10265
1875540,Hobbyist,1283
1572080,Hobbyist,43452
1890480,Hobbyist,15066
1915660,Hobbyist,2581
1814360,Hobbyist,473
1914700,Hobbyist,117
1830480,Hobbyist,2810
1468160,Hobbyist,20111
1907170,Hobbyist,23414
1895280,Hobbyist,83
346330,Hobbyist,808177
1785820,Indie,193314
1910580,Hobbyist,73314
1891680,Hobbyist,216
1778060,Hobbyist,1114
1868300,AA,140820
1918260,Hobbyist,495
1912980,Hobbyist,338
1817250,AAA,85303
1892340,Hobbyist,311
1860260,Hobbyist,1
1190150,Hobbyist,105424
1904410,Hobbyist,675
1910740,Hobbyist,311
1853650,Hobbyist,135
1907060,Indie,21171
1913780,Hobbyist,3713
1612900,Hobbyist,486
1860570,Indie,141072
1824380,Hobbyist,331
1895660,Indie,4725
1903080,Hobbyist,913
1881350,Hobbyist,34133
1480960,Hobbyist,12573
1906100,Hobbyist,2480
1673670,Hobbyist,4354
1907430,Hobbyist,1644
1881690,Hobbyist,2736
1702970,Hobbyist,21679
1889660,Hobbyist,4084
1905810,Hobbyist,14391
1814980,Hobbyist,8694
1890650,Hobbyist,51931
1906880,Hobbyist,644
1729420,Hobbyist,12690
1840150,Hobbyist,7110
1069080,Hobbyist,216
1856970,Hobbyist,1575
1907980,Hobbyist,5607
1908600,Hobbyist,1
1907180,Hobbyist,8417
1899710,Hobbyist,8177
1903370,Hobbyist,30438
1631240,Indie,11239
1906950,Hobbyist,6480
1715490,Hobbyist,101
1908150,Hobbyist,396
1902490,AAA,1370764
1901610,Hobbyist,941
1881340,Hobbyist,34775
1862240,Hobbyist,360
1883990,Indie,486
1883670,Hobbyist,428
1899980,Hobbyist,495
1875610,Hobbyist,6367
1884210,Hobbyist,1
1460550,Hobbyist,21285
1693420,Hobbyist,169
1893860,Hobbyist,44844
1854160,Hobbyist,365
1856930,Hobbyist,10933
1881270,Hobbyist,1449
1901200,Hobbyist,115810
1889420,Hobbyist,725
1805310,Hobbyist,4050
1874560,Hobbyist,121
1718860,Hobbyist,470
1892410,Hobbyist,1386
1899700,Hobbyist,15454
1877760,Hobbyist,259
1879970,Hobbyist,300
1899010,Hobbyist,1665
1894510,Hobbyist,567
1899790,Hobbyist,2610
1847060,Hobbyist,1665
1872740,Hobbyist,3463
1835930,Hobbyist,810
1702190,Hobbyist,236
1862180,Hobbyist,495
1875590,Indie,4392
1896750,Hobbyist,9074
1889520,Hobbyist,17343
1884540,Hobbyist,79487
1893800,Hobbyist,12690
1702990,Hobbyist,19949
1536520,Hobbyist,3969
1881260,Hobbyist,5708
1888010,Indie,38666
1896710,Hobbyist,1350
1857550,Hobbyist,858
1880770,Hobbyist,1
1849510,Hobbyist,360
1889710,Hobbyist,1283
1867670,Hobbyist,614
1879100,Hobbyist,621
1710840,Hobbyist,2414
1772820,Hobbyist,97773
1864180,Hobbyist,385
1878210,Hobbyist,3159
728140,Hobbyist,162
1807460,Hobbyist,6676
1880670,Hobbyist,1
1819240,Hobbyist,414
1889030,Hobbyist,1
1872330,Hobbyist,792
1888520,Hobbyist,1944
1791610,Hobbyist,32497
1828100,Indie,90201
1241380,Hobbyist,621
1851570,Hobbyist,2822
1626460,Hobbyist,24138
1693310,Hobbyist,2275
1702980,Hobbyist,6278
1706450,Hobbyist,1890
1885460,Hobbyist,891
1743410,Hobbyist,16524
1492430,Hobbyist,375
1580010,Indie,2952
1883050,Hobbyist,945
1755670,Hobbyist,941
1846000,Hobbyist,30
1860120,Hobbyist,10868
1473830,Hobbyist,1
1880280,Hobbyist,1665
1546280,Hobbyist,16726
703910,Hobbyist,135
1873270,Indie,662
1689730,Hobbyist,8708
1817670,Hobbyist,1566
1684440,Hobbyist,2545
1882590,Hobbyist,977
1840330,Hobbyist,2063
1838400,Hobbyist,662
1805510,Indie,1979
1860750,Hobbyist,2553
1853820,Hobbyist,24504
1880250,Hobbyist,1998
1886870,Hobbyist,2651
1873550,Hobbyist,470
1588400,Indie,45752
1877580,Hobbyist,304
1845790,Hobbyist,432
1237890,Hobbyist,756
1839440,Hobbyist,5166
1862020,Hobbyist,3843
1807940,Hobbyist,945
1701460,Hobbyist,7634
1800650,Hobbyist,1188
1849210,Hobbyist,304
1871830,Hobbyist,6048
1787040,Hobbyist,203
1874810,Hobbyist,3463
1822300,Indie,236
1793350,Indie,25176
1859020,Hobbyist,102306
588120,Hobbyist,21744
1846990,Hobbyist,2675
1776650,Hobbyist,2331
1875980,Hobbyist,619
1699200,Hobbyist,44401
1852660,Hobbyist,4797
1876720,Hobbyist,792
1873860,Hobbyist,36630
1304510,Hobbyist,180816
1850020,Hobbyist,3044
1868120,Hobbyist,5891
1711680,Hobbyist,270
1860850,Hobbyist,9396
1817910,Hobbyist,3096
1823830,Hobbyist,546
1648550,Hobbyist,21996
1877330,Hobbyist,216
725100,Hobbyist,31286
1779690,Hobbyist,10046
1862210,Hobbyist,16146
1862250,Hobbyist,203
1868030,Hobbyist,567
1837200,Hobbyist,109498
1668150,Hobbyist,243
1868410,Hobbyist,27392
1871170,Hobbyist,405
1549070,Indie,1154
1827680,Hobbyist,99900
1869880,Hobbyist,743
1836890,Indie,1
1725990,Hobbyist,891
1871750,Hobbyist,1914
1865130,Hobbyist,16691
1853260,Indie,4347
1851620,Indie,338
1509780,Indie,9762
1852110,Hobbyist,259
1866220,Hobbyist,1967
1817260,Hobbyist,331
1866250,Hobbyist,1
1840590,Hobbyist,3888
1863520,Hobbyist,304
1809760,Hobbyist,2194
1859890,Hobbyist,1
1841100,Hobbyist,4901
1860550,Hobbyist,9727
1862940,Hobbyist,11740
1873130,Hobbyist,3213
1853850,Hobbyist,1
1821870,Hobbyist,3335
1797410,Hobbyist,877
1865440,Hobbyist,119177
1865700,Hobbyist,385
1847900,Hobbyist,1139
1397830,Hobbyist,203
1683820,Hobbyist,405
1773570,Hobbyist,891
1858980,Hobbyist,1046
1851390,Hobbyist,13248
1862030,Hobbyist,5616
1862960,Hobbyist,8109
1691270,Hobbyist,3229
1664410,Hobbyist,12100
1727020,Hobbyist,900
1863560,Hobbyist,2165
1841230,Hobbyist,1
1815340,Hobbyist,42204
1794250,Hobbyist,6107
1508630,Indie,6604
1726160,Hobbyist,495
1538670,Hobbyist,4050
1869430,Hobbyist,567
1828220,Hobbyist,2808
1862220,Hobbyist,259
1848200,Indie,4307
483850,Hobbyist,11784
1853090,Hobbyist,428
1763620,Hobbyist,38630
1841400,Indie,5986
1819580,Hobbyist,360
1768260,Indie,1814
1862230,Hobbyist,936
1767320,Hobbyist,46493
1823760,Hobbyist,203
1846370,Hobbyist,495
1855750,Hobbyist,378
1238480,Hobbyist,668
1807300,Hobbyist,378
1833960,Hobbyist,13320
1751800,Hobbyist,5130
1299810,Hobbyist,3683
1775110,Hobbyist,10328
1736510,Hobbyist,365
1863960,Hobbyist,331
1531190,Hobbyist,331
1625760,Hobbyist,721
1846040,Hobbyist,2750
1456230,Hobbyist,13642
1850480,Hobbyist,73209
1854430,Hobbyist,72889
1858240,Hobbyist,956
1853840,Hobbyist,6885
1845420,Hobbyist,4442
1302460,Indie,3598
1858070,Hobbyist,101
1724420,Hobbyist,259
1859030,Hobbyist,644
1589770,Hobbyist,72354
1572920,Hobbyist,26729
1843190,Hobbyist,203
1862840,Hobbyist,14594
1830240,Hobbyist,1
1815170,Hobbyist,428
1160770,Hobbyist,338
1541220,Hobbyist,33100
1848680,Hobbyist,101
1592780,Hobbyist,8811
1756090,Hobbyist,3714
1758390,Hobbyist,311
1850400,Hobbyist,121
1383580,Hobbyist,34
1843980,Hobbyist,236
1855710,Hobbyist,5873
1820030,Hobbyist,338
1835440,Indie,24030
1847390,Hobbyist,5873
1825440,Hobbyist,2936
1666830,Hobbyist,68
1851730,Indie,11883
1665650,Hobbyist,203
1662230,Indie,23736
1816080,Hobbyist,43022
1698000,Hobbyist,4064
1844560,Hobbyist,311
1782600,Hobbyist,8352
1352520,Hobbyist,3096
1781160,Indie,295304
1853790,Hobbyist,1
1776160,Hobbyist,109866
1815550,Hobbyist,7088
1810980,Indie,67438
1169760,Hobbyist,1697
1811400,Hobbyist,216
1847970,Hobbyist,2304
1795880,Hobbyist,3935
1643590,Hobbyist,1697
1779720,Hobbyist,2331
1844860,Hobbyist,3843
1740100,Indie,316566
1844340,Hobbyist,252
1839960,Indie,2487
1427760,Hobbyist,22061
1835690,Hobbyist,6014
1828630,Hobbyist,13729
1546930,Hobbyist,28017
1769510,Indie,1836
1843550,Hobbyist,1443
1739530,Hobbyist,10585
1825200,Hobbyist,259
1781270,Hobbyist,338
1841350,Indie,331
1675600,Hobbyist,3510
1804970,Hobbyist,2441
1692520,Hobbyist,259
1824710,Hobbyist,360
1847130,Hobbyist,4653
1851380,AA,43263
1447290,Hobbyist,368
1818150,Hobbyist,4810
1801230,Hobbyist,14706
1373670,Hobbyist,1883
1837900,Hobbyist,101
1834500,Hobbyist,9482
1813730,Hobbyist,1665
1802570,Indie,7245
934180,Hobbyist,5501
1361660,Hobbyist,2700
1661930,Hobbyist,4982
1842390,Hobbyist,3967
1577710,Hobbyist,906
1834690,Hobbyist,5814
1828400,Hobbyist,360
1792650,Hobbyist,432
929340,Hobbyist,548
1835090,Hobbyist,599
1792610,Hobbyist,15718
1824830,Hobbyist,1795
1816910,Hobbyist,1
1826480,Hobbyist,599
1804070,Hobbyist,113
1408480,Hobbyist,784
1807480,Hobbyist,7182
1836310,Hobbyist,5544
1845630,Hobbyist,5764
1712390,Hobbyist,171484
1837800,Hobbyist,365
1475780,Hobbyist,776
1831770,Hobbyist,15
1838220,Hobbyist,304
1812760,Hobbyist,18275
1823590,Hobbyist,338
1790380,Indie,1640
1836240,Hobbyist,2025
1841060,Hobbyist,8575
1795640,Hobbyist,1449
1738620,Hobbyist,169
1840100,Hobbyist,169
1693430,Hobbyist,3096
1659950,Hobbyist,1454
1805190,Hobbyist,414
1830840,Indie,586408
1312290,Hobbyist,169
1820170,Hobbyist,539537
1832140,Hobbyist,1337
1828160,Hobbyist,68
1784980,Hobbyist,385
1841270,Hobbyist,563
1821800,Hobbyist,2165
1839590,Indie,9212
1686820,Hobbyist,130093
1698550,Hobbyist,1
1811900,Hobbyist,941
1770810,Hobbyist,1967
1831900,Hobbyist,495
1832220,Indie,70242
1740710,Hobbyist,977
1803190,AA,142892
1800300,Hobbyist,3402
1759440,Hobbyist,103317
1808350,Hobbyist,1
1828510,Hobbyist,2194
1835640,Hobbyist,1
1798210,Hobbyist,6480
1801190,Hobbyist,101
1819570,Hobbyist,254409
1791430,Hobbyist,428
1828410,Hobbyist,4975
1821820,Hobbyist,378
1820740,Indie,24841
1783470,Hobbyist,668
1844030,AA,1223
1814600,Hobbyist,2430
1814510,Hobbyist,1164
1709570,Hobbyist,1
1819620,Hobbyist,385
1823470,Hobbyist,2768
1805080,Hobbyist,203
1724040,Hobbyist,311
1825650,Indie,6660
916480,Indie,385
1812820,Hobbyist,281372
1826860,Hobbyist,5358
1502060,Hobbyist,486
1715830,Hobbyist,2340
1829800,Hobbyist,1936
1812280,AA,56148
1832560,Hobbyist,18023
1821580,Hobbyist,236
1803290,Hobbyist,486
1829730,Hobbyist,2610
1792010,Hobbyist,298584
1823350,Indie,4790
1824170,Indie,3244
870870,Hobbyist,2093
1823360,Indie,8536
1695080,Hobbyist,10395
1823370,Indie,5331
1819630,Hobbyist,270
1430690,Hobbyist,338
1819970,Hobbyist,4860
1827040,Hobbyist,1
1816880,Hobbyist,11664
1819300,Hobbyist,236
1377450,Indie,48852
1729710,Hobbyist,841
1807410,Hobbyist,299
1743050,Hobbyist,338
1751980,Hobbyist,21870
474040,Hobbyist,540
1788730,Hobbyist,788
1822190,Hobbyist,20081
1031970,Hobbyist,563
1821430,Hobbyist,945
1778590,Hobbyist,10886
1821140,Hobbyist,2081
1808360,Hobbyist,2005
1812430,Hobbyist,169
1819250,Hobbyist,1762
1766550,Hobbyist,790
1761820,Hobbyist,19332
1774560,Hobbyist,1154
1663260,Hobbyist,977
1004580,Hobbyist,101
1811710,Indie,945
1730290,Hobbyist,1748
1706770,Hobbyist,1631
1809610,Hobbyist,1071
1785750,Hobbyist,236
1569720,Hobbyist,1620
1808810,Hobbyist,1958
1788270,Hobbyist,1620
1806670,Hobbyist,3312
1663910,Hobbyist,432
1796950,Hobbyist,1881
1706060,Hobbyist,338
1811590,Hobbyist,518
1804580,Hobbyist,4698
1754200,Hobbyist,338
1801490,Hobbyist,1916
1708690,Hobbyist,1
1654190,Hobbyist,2768
1636490,Hobbyist,324
1729730,Hobbyist,338
1815350,Hobbyist,236
1807600,Hobbyist,380
1807660,Hobbyist,936
1672920,Hobbyist,30976
1706390,Hobbyist,203
1564520,Hobbyist,2194
1664100,Hobbyist,285
1620160,Hobbyist,3651
1811440,Hobbyist,848
1729260,Hobbyist,338
1809160,Hobbyist,13075
1475440,Hobbyist,2673
1808800,Hobbyist,116906
1801060,Hobbyist,385
1811480,Hobbyist,61807
1533600,Hobbyist,5569
1745740,Hobbyist,2610
1802460,Hobbyist,2747
1722830,Hobbyist,360
1800520,Hobbyist,486
1801630,Hobbyist,2952
1618910,Hobbyist,567
944750,Hobbyist,1301
1806040,Hobbyist,383078
1793370,Indie,972
1739100,Hobbyist,3366
1786760,Indie,13833
1808110,Indie,1
1775470,Hobbyist,468
1807560,Hobbyist,3859
1792710,Hobbyist,5813
1788710,Hobbyist,3096
1582310,Hobbyist,162
1761660,Hobbyist,300
1804590,Hobbyist,165
1786640,Indie,14094
1794730,Hobbyist,15
1661270,Indie,399993
857090,Hobbyist,1
1468960,Hobbyist,1762
1801860,Hobbyist,3519
1802700,Indie,1823
1805210,Hobbyist,851
1742850,Hobbyist,1795
1787390,Hobbyist,1
1101030,Hobbyist,6108
1806840,Indie,154926
1794440,Hobbyist,8019
1559340,Hobbyist,1
1480910,Hobbyist,486
1798320,Hobbyist,1
1800730,Indie,57269
1681160,Hobbyist,74661
1776250,Indie,2685
1518680,Hobbyist,1
1755950,Indie,14088
1756920,Hobbyist,81
1801560,Hobbyist,1296
1270910,Hobbyist,6579
1778430,Hobbyist,1654
1798300,Hobbyist,3024
1803170,Hobbyist,1
1804320,Hobbyist,1
1758450,Indie,14776
1786730,Hobbyist,977
1725660,Indie,4174
1532110,Hobbyist,540
1283430,Hobbyist,3463
1795170,Hobbyist,54922
1788700,Hobbyist,619
1776120,Hobbyist,236
1423370,Hobbyist,17448
1720140,Hobbyist,15345
1773320,Hobbyist,7432
919010,Hobbyist,6682
1467670,Hobbyist,1370
1706310,Hobbyist,2483
1780300,Hobbyist,662
1784410,Hobbyist,848
1787170,Hobbyist,1
1630370,Hobbyist,34
1275210,Hobbyist,2984
1705760,Hobbyist,614
1748310,Hobbyist,1640
1674670,Indie,945
1479480,Hobbyist,5570
1737150,Hobbyist,1035
1791300,Hobbyist,236
1648900,Hobbyist,6581
1786770,Hobbyist,1
1578050,Hobbyist,4124
1793060,Hobbyist,385
1787860,Hobbyist,6766
1719390,Indie,27324
1661260,Indie,171239
1740730,Indie,64844
1681360,Hobbyist,1152
1785460,Hobbyist,1134
1637140,Hobbyist,8163
1559460,Indie,1748
1777800,Hobbyist,977
1740540,Hobbyist,1631
1788040,Hobbyist,6379
1792450,Indie,1386
1771550,Hobbyist,1
1445240,Hobbyist,16605
1758360,Hobbyist,1654
1355450,Hobbyist,279
1642480,Hobbyist,1
1499540,Hobbyist,1654
1772130,Hobbyist,4653
1792070,Hobbyist,169
1778310,Hobbyist,470
1641410,Hobbyist,527
1788800,Hobbyist,3150
1785600,Hobbyist,1
1735400,Indie,432
1582210,Hobbyist,338
1787730,Hobbyist,236
1784100,Hobbyist,1
1640120,Hobbyist,311
1757690,Hobbyist,1967
1098130,Indie,30230
1775980,Hobbyist,1
1787770,Hobbyist,414
1724580,Hobbyist,1
1748400,Hobbyist,338
1617390,Hobbyist,1215
1409560,Hobbyist,328
1761680,Hobbyist,169
1775000,Hobbyist,81
1784020,Hobbyist,216
1782380,Hobbyist,1504366
1758070,Hobbyist,1
1770180,Hobbyist,311
1763210,Hobbyist,216
1619830,Hobbyist,473
1762920,Hobbyist,540
1782940,Hobbyist,360
1599130,Hobbyist,614
1386770,Hobbyist,3614
1763120,Hobbyist,432
1753250,Hobbyist,810
1557040,Indie,59516
1785800,Hobbyist,1
1477890,Hobbyist,3213
1749840,Hobbyist,1475
1452320,Hobbyist,1
1640880,Hobbyist,518
1763520,Hobbyist,5994
1780380,Hobbyist,619
1773810,Hobbyist,1
1115400,Hobbyist,736
1763110,Hobbyist,3497
1733460,Hobbyist,1454
1604610,Hobbyist,405
1516340,Hobbyist,224
1539600,Hobbyist,2430
1769280,Hobbyist,203
1742510,Hobbyist,236
1780690,Hobbyist,14333
1778850,Indie,385
1771830,Hobbyist,3150
1607980,Hobbyist,14097
1779500,Hobbyist,1
1675670,Hobbyist,42943
1779840,Indie,2806
1765320,Hobbyist,956
1425580,Hobbyist,3746
860960,Hobbyist,810
1605690,Hobbyist,17030
1577150,Hobbyist,877
1774130,Hobbyist,169
1777210,Hobbyist,1
1768340,Hobbyist,169
964910,Hobbyist,725
1765540,Hobbyist,15313
1670240,Hobbyist,3402
1008030,Hobbyist,1539
1746780,Hobbyist,702
697900,Hobbyist,11097
1389850,Hobbyist,1139
1747650,Indie,156504
1702320,Hobbyist,96733
1705730,Hobbyist,140
1674660,Indie,1748
1679590,Hobbyist,540
1765040,Hobbyist,331
1770760,Hobbyist,1958
1771380,Hobbyist,53749
1773410,AA,4205
1386940,Hobbyist,5231
1266900,Hobbyist,619
1613450,Hobbyist,4080
1763330,Indie,101
1695791,Indie,9527
1580290,Hobbyist,1
1727880,Hobbyist,68
1715840,Hobbyist,4257
1745750,Hobbyist,8640
1755250,Hobbyist,1
1752690,Hobbyist,162
1714010,Hobbyist,518
1771260,Hobbyist,783
1710930,AA,264661
1761860,Indie,8303
1760510,Hobbyist,101
1747590,Hobbyist,1697
1758030,Indie,1
1765060,Hobbyist,1575
1752740,Hobbyist,1154
1746890,Indie,4851
1696290,Hobbyist,135
1743880,Hobbyist,1230
1610110,Hobbyist,101
1669490,Hobbyist,30713
1748740,Hobbyist,2448
1719130,Hobbyist,11093
1764650,Hobbyist,614
1693540,Hobbyist,360
1754480,Hobbyist,790
1763230,Hobbyist,6615
1514100,Hobbyist,2678
1669930,Hobbyist,972
1764050,Hobbyist,11804
1758200,Hobbyist,1377
1752840,Hobbyist,495
1564840,Hobbyist,621
1680310,Hobbyist,1296
1664350,Indie,162472
1691510,Hobbyist,324
1764790,Hobbyist,1
1709060,Hobbyist,2372
1674810,Hobbyist,3875
1698290,Hobbyist,338
1750690,Hobbyist,1
1624780,Hobbyist,101
1714270,Hobbyist,6039
1757570,Hobbyist,158
1746870,Hobbyist,4995
1749310,Hobbyist,165
1757430,Hobbyist,203
1287640,Hobbyist,1197
799830,Hobbyist,3308
1643440,Hobbyist,10701
1622080,Hobbyist,414
1605230,Hobbyist,851
1747210,Hobbyist,101
1762120,Hobbyist,518
1723420,Hobbyist,6694
1754510,Hobbyist,135
944510,Hobbyist,2160
1365800,Hobbyist,378
1492290,Hobbyist,540
1720650,Hobbyist,1
1649920,Hobbyist,9729
1570420,Hobbyist,619
1727930,Hobbyist,4617
1740120,Hobbyist,2984
1740320,Hobbyist,385
1753760,Hobbyist,331
1722420,Indie,495
1750410,Hobbyist,2025
1360380,Hobbyist,162
1748370,Hobbyist,1053
1730470,Hobbyist,1
1628010,Hobbyist,236
1689280,Hobbyist,8721
1755980,Hobbyist,4797
1558650,Hobbyist,1386
1732210,Hobbyist,10692
1695870,Hobbyist,4523
1755130,Hobbyist,331
1714760,Hobbyist,135
1748070,Hobbyist,1
867660,Hobbyist,8545
1727090,Hobbyist,216
1752430,Hobbyist,790
1668420,Hobbyist,1566
1711080,Hobbyist,4050
1691400,Indie,39791
1448880,Hobbyist,324
1743120,Hobbyist,1411
1647990,Hobbyist,360
1594170,Hobbyist,619
1750260,Hobbyist,1
1753090,Hobbyist,8019
1748640,Hobbyist,259
1753170,Hobbyist,324
1739630,Hobbyist,5541
1681380,Hobbyist,184
1717810,Hobbyist,12690
1706710,Hobbyist,2565
1747370,Hobbyist,81
1718650,Hobbyist,1087
1747080,Indie,1553
1681900,Hobbyist,135
1727040,Indie,81
1727070,Hobbyist,6030
1561060,Hobbyist,1944
1745550,Indie,27648
1505010,Hobbyist,1035
1742800,Hobbyist,169
1578470,Hobbyist,1
1740140,Hobbyist,5049
1543790,Hobbyist,577
1368480,Hobbyist,284
1735230,Hobbyist,3119
1746370,Indie,2052
1740610,Hobbyist,1
1554670,Hobbyist,644
1742530,Hobbyist,4914
1347250,Indie,414
1723740,Hobbyist,311
1753400,Hobbyist,4838
1584660,AA,13025
1741140,Indie,5313
1477630,Hobbyist,45054
1733830,Indie,1
1021230,Hobbyist,1
349510,Hobbyist,23887
1710990,Hobbyist,378
1730800,Hobbyist,1
1719100,Hobbyist,19412
793060,Hobbyist,1
1739400,Hobbyist,1539
1682490,Indie,40803
1478050,Indie,19620
1740270,Hobbyist,619
1649280,Hobbyist,396
1721410,Hobbyist,2219
1733190,Hobbyist,105
1739360,Hobbyist,121
1591570,Indie,32889
1629470,Hobbyist,3967
1688010,Indie,2
1721980,Hobbyist,19184
1384290,Hobbyist,16381
1577770,Hobbyist,473
1632300,Hobbyist,540
1566610,Hobbyist,284
1739060,Hobbyist,1
